subn,word1,word2,jol,jolrt,trial,list,practice,jolrank,jolrankp,restudyresp,restudyacc,restudyrtfirst,restudyrt,resp,testacc,rtfirst,rt
5667,bullet,walkway,32,27.164,40,1,1,6,0.15,walkaway,0,NA,27.873,walkaway,0,4.938,9.616
5667,chicken,beet,65,6.369,18,1,1,24,0.6,beet,1,NA,15.777,beet,1,3.596,5.162
5667,biology,temper,64,4.619,8,1,0,23,0.575,,NA,NA,NA,i don't remember,0,33.033,35.851
5667,knock,otter,59,4.421,39,1,0,15,0.375,,NA,NA,NA,other,0,13.146,16.707
5667,date,laugh,90,4.349,14,1,1,40,1,laugh,1,NA,4.171,laugh,1,1.997,4.175
5667,banner,glide,64,5.133,10,1,0,21,0.525,,NA,NA,NA,i dont remember,0,24.825,30.184
5667,find,clown,71,4.053,23,1,1,34,0.85,feature,0,NA,10.744,clown,1,5.028,7.44
5667,rock,milk,82,3.241,16,1,0,37,0.925,,NA,NA,NA,milk,1,3.059,18.543
5667,climax,saucer,59,5.325,11,1,1,14,0.35,i don't know,0,NA,20.656,saucer,1,4.634,6.911
5667,nerve,bumper,26,5.412,5,1,0,5,0.125,,NA,NA,NA,bumper,1,11.913,14.311
5667,forest,knob,65,4.702,26,1,0,25,0.625,,NA,NA,NA,knob,1,8.136,10.323
5667,prison,loaf,67,3.898,13,1,0,29,0.725,,NA,NA,NA,loaf,1,11.691,14.355
5667,want,ascent,17,5.294,19,1,1,2,0.05,i don't know,0,NA,13.207,i don't remember,0,9.87,12.66
5667,remind,foam,63,4.104,27,1,1,20,0.5,foam,1,NA,8.518,foam,1,6.768,8.748
5667,glue,force,62,4.314,36,1,0,19,0.475,,NA,NA,NA,i don't remember,0,11.754,18.535
5667,anger,decay,56,3.918,17,1,0,11,0.275,,NA,NA,NA,delay,0,12.192,16.339
5667,fee,chowder,59,3.698,7,1,1,16,0.4,chowder,1,NA,20.081,fair,0,10.192,12.411
5667,capital,figure,52,6.937,28,1,0,9,0.225,,NA,NA,NA,figure,1,5.186,7.055
5667,copy,bedroom,69,7.309,37,1,0,31,0.775,,NA,NA,NA,i don't remember,0,17.855,22.939
5667,fan,feature,73,5.532,35,1,1,36,0.9,feature,1,NA,4.012,feature,1,3.909,6.379
5667,bleach,ruin,58,9.721,33,1,0,13,0.325,,NA,NA,NA,grip,0,4.143,6.316
5667,smother,surgery,55,6.731,15,1,1,10,0.25,surgery,1,NA,5.683,surgery,1,5.284,12.499
5667,mill,feast,67,3.854,29,1,0,27,0.675,,NA,NA,NA,feast,1,6.417,8.787
5667,need,faucet,58,41.827,38,1,1,12,0.3,i don't know,0,NA,23.192,water,0,10.519,18.759
5667,link,crisis,62,5.285,21,1,1,18,0.45,i don't know,0,NA,18.063,crisis,1,14.427,16.868
5667,grip,beach,67,6.088,20,1,1,28,0.7,beach,1,NA,14.236,bleach,0,4.772,8.068
5667,calf,annoy,17,6.393,1,1,0,3,0.075,,NA,NA,NA,annoy,1,29.093,38.027
5667,pea,bathtub,82,4.269,22,1,1,38,0.95,bathtub,1,NA,6.051,bathroom,0,2.41,11.04
5667,port,cinema,14,6.831,31,1,0,1,0.025,,NA,NA,NA,cinema,1,5.955,10.124
5667,collect,loyalty,64,4.524,30,1,1,22,0.55,loyalty,1,NA,22.133,loyalty,1,5.649,10.359
5667,bacon,feud,84,5.063,32,1,0,39,0.975,,NA,NA,NA,fued,0,5.75,7.879
5745,calf,annoy,82,1.923,21,1,1,30,0.75,cow,0,NA,3.422,born,0,3.967,5.324
5745,want,ascent,40,1.811,4,1,0,19,0.475,,NA,NA,NA,desire,0,1.361,2.742
5745,bacon,feud,75,5.326,8,1,0,29,0.725,,NA,NA,NA,pan,0,10.185,11.369
5745,pork,emperor,44,1.28,6,1,0,21,0.525,,NA,NA,NA,emperor,1,1.489,3.135
5745,capital,figure,38,1.791,38,1,0,15,0.375,,NA,NA,NA,city,0,1.464,2.695
5745,risk,zero,100,1.453,13,1,1,40,1,strategy,0,NA,97.75,strategy,0,1.65,4.649
5745,glue,force,48,1.822,28,1,1,22,0.55,connect,0,NA,6.153,carpet,0,1.297,2.57
5745,collect,loyalty,40,1.666,22,1,1,20,0.5,strategy,0,NA,5.79,strategy,0,1.238,6.693
5745,nerve,bumper,10,2.612,34,1,1,4,0.1,bone,0,NA,3.107,fire,0,1.088,2.183
5745,link,crisis,50,2.571,15,1,1,24,0.6,static,0,NA,3.315,static,0,1.048,2.339
5745,pea,bathtub,100,4.761,12,1,1,36,0.9,greens,0,NA,11.27,bowl,0,1.388,2.746
5745,fan,feature,25,2.063,2,1,0,9,0.225,,NA,NA,NA,ceiling,0,1.146,3.118
5745,caring,skirt,58,4.538,31,1,0,25,0.625,,NA,NA,NA,nurse,0,1.635,2.887
5745,mill,feast,30,25.093,39,1,0,11,0.275,,NA,NA,NA,windmill,0,1.322,3.106
5745,process,joker,40,2.622,32,1,1,18,0.45,machine,0,NA,7.624,plan,0,2.44,31.754
5745,bullet,walkway,65,2.47,1,1,1,26,0.65,NA,0,NA,8.608,gun,0,1.799,3.11
5745,chicken,beet,75,18.409,11,1,1,28,0.7,gas,0,NA,5.3,cook,0,17.033,18.402
5745,bias,sirloin,25,3.995,9,1,1,6,0.15,collect,0,NA,3.598,subject,0,2.125,3.866
5745,forest,knob,100,5.737,20,1,1,38,0.95,rain,0,NA,9.879,rain,0,53.212,61.184
5745,bleach,ruin,65,1.808,18,1,0,27,0.675,,NA,NA,NA,clean,0,2.972,4.947
5745,banner,glide,35,2.258,10,1,1,14,0.35,feud,0,NA,5.003,flag,0,3.192,4.749
5745,shrink,mafia,21,1.764,23,1,0,5,0.125,,NA,NA,NA,doctor,0,1.025,2.372
5745,need,faucet,25,2.531,36,1,1,8,0.2,money,0,NA,3.759,risk,0,1.287,2.388
5745,knock,otter,10,2.67,19,1,1,2,0.05,out,0,NA,12.116,down,0,0.921,2.101
5745,rock,milk,100,1.834,35,1,1,32,0.8,roach,0,NA,2.995,shoe,0,1.372,2.715
5745,climax,saucer,10,1.644,27,1,0,3,0.075,,NA,NA,NA,end,0,3.416,4.437
5745,date,laugh,100,1.556,5,1,0,35,0.875,,NA,NA,NA,friend,0,2.419,3.722
5745,fee,chowder,50,26.912,37,1,0,23,0.575,,NA,NA,NA,concert,0,1.305,2.515
5745,port,cinema,30,2.222,40,1,1,12,0.3,emperor,0,NA,11.018,ocean,0,39.463,40.867
5745,biology,temper,28,1.456,26,1,1,10,0.25,science,0,NA,58.725,lake,0,1.128,2.178
5745,replace,roach,25,3.791,16,1,0,7,0.175,,NA,NA,NA,huge,0,1.91,3.878
5745,grip,beach,100,1.406,14,1,0,37,0.925,,NA,NA,NA,hold,0,1.2,2.375
5745,copy,bedroom,100,49.158,30,1,0,39,0.975,,NA,NA,NA,xerox,0,10.584,12.043
5745,visit,glove,100,1.563,24,1,0,33,0.825,,NA,NA,NA,trip,0,1.165,2.739
5745,find,clown,90,3.149,3,1,0,31,0.775,,NA,NA,NA,gold,0,1.074,2.612
5745,anger,decay,30,2.071,17,1,0,13,0.325,,NA,NA,NA,gone,0,1.375,5.389
5745,remind,foam,40,1.847,29,1,0,17,0.425,,NA,NA,NA,trip,0,1.353,3.009
5745,smother,surgery,1,2.94,25,1,0,1,0.025,,NA,NA,NA,kill,0,1.6,2.832
5745,prison,loaf,100,1.624,33,1,1,34,0.85,prisoner,0,NA,20.63,convict,0,1.902,3.34
5745,plant,worm,40,2.294,7,1,1,16,0.4,chocolate,0,NA,6.303,death,0,2349.348,2350.976
5881,plant,worm,43,1.808,3,1,0,13,0.325,,NA,NA,NA,skip,0,4.421,10.942
5881,link,crisis,43,2.03,7,1,0,9,0.225,,NA,NA,NA,skip,0,3.73,5.997
5881,bias,sirloin,44,2.38,38,1,0,21,0.525,,NA,NA,NA,skip,0,1.862,4.968
5881,grip,beach,44,1.972,17,1,0,23,0.575,,NA,NA,NA,skip,0,1.959,4.6
5881,pork,emperor,43,2.04,19,1,0,7,0.175,,NA,NA,NA,coin,0,4.798,6.247
5881,pea,bathtub,50,3.948,15,1,0,33,0.825,,NA,NA,NA,ocean,0,7.519,9.321
5881,remind,foam,41,1.677,12,1,0,1,0.025,,NA,NA,NA,skip,0,1.894,4.392
5881,want,ascent,50,7.055,39,1,1,32,0.8,skip,0,NA,4.454,skip,0,1.389,3.767
5881,bullet,walkway,45,1.471,29,1,0,31,0.775,,NA,NA,NA,pillow,0,4.157,6.657
5881,glue,force,43,2.108,11,1,1,16,0.4,skip,0,NA,6.304,skip,0,6.724,9.022
5881,capital,figure,50,5.261,36,1,0,39,0.975,,NA,NA,NA,skip,0,1.654,4.641
5881,bleach,ruin,43,1.847,2,1,0,5,0.125,,NA,NA,NA,skip,0,4.205,6.424
5881,prison,loaf,45,1.735,5,1,0,29,0.725,,NA,NA,NA,skip,0,1.605,4.047
5881,bacon,feud,43,2.135,20,1,0,11,0.275,,NA,NA,NA,impossible,0,2.294,6.736
5881,collect,loyalty,43,1.711,8,1,1,18,0.45,skip,0,NA,7.789,skip,0,1.814,4.152
5881,replace,roach,50,3.312,37,1,1,36,0.9,skip,0,NA,5.86,skip,0,1.47,4.408
5881,banner,glide,44,1.75,24,1,1,22,0.55,skip,0,NA,5.24,skip,0,1.55,3.879
5881,smother,surgery,50,4.128,35,1,0,35,0.875,,NA,NA,NA,skip,0,6.072,8.312
5881,need,faucet,50,22.517,32,1,1,34,0.85,skip,0,NA,4.508,skip,0,1.349,3.759
5881,anger,decay,50,9.629,23,1,0,37,0.925,,NA,NA,NA,skip,0,1.614,3.919
5881,rock,milk,43,1.757,34,1,0,17,0.425,,NA,NA,NA,milk,1,5.502,7.999
5881,climax,saucer,43,2.054,1,1,1,6,0.15,cinema,0,NA,7.368,skip,0,3.694,5.992
5881,fee,chowder,43,1.728,26,1,1,8,0.2,skip,0,NA,4.184,skip,0,1.406,3.496
5881,biology,temper,42,1.867,22,1,1,2,0.05,skip,0,NA,4.912,skip,0,1.814,3.936
5881,mill,feast,44,1.895,40,1,1,24,0.6,skip,0,NA,4.504,bread,0,2.453,4.728
5881,chicken,beet,50,5.054,13,1,1,40,1,skip,0,NA,15.43,skip,0,1.237,3.287
5881,date,laugh,43,1.924,10,1,1,14,0.35,laugh,1,NA,4.263,skip,0,1.269,3.519
5881,risk,zero,50,3.887,28,1,1,38,0.95,skip,0,NA,4.136,skip,0,1.446,3.623
5881,process,joker,45,20.621,14,1,1,30,0.75,skip,0,NA,4.655,skip,0,1.134,3.384
5881,copy,bedroom,42,1.461,4,1,0,3,0.075,,NA,NA,NA,skip,0,1.197,3.319
5881,port,cinema,44,1.718,33,1,1,26,0.65,skip,0,NA,7.944,skip,0,4.574,6.807
5881,forest,knob,45,2.526,6,1,1,28,0.7,skip,0,NA,9.328,skip,0,2.429,4.415
5881,nerve,bumper,44,1.734,18,1,0,27,0.675,,NA,NA,NA,skip,0,1.15,3.44
5881,shrink,mafia,43,1.846,31,1,0,15,0.375,,NA,NA,NA,skip,0,2.749,4.904
5881,fan,feature,44,2.47,16,1,1,20,0.5,skip,0,NA,5.638,skip,0,1.43,3.52
5881,find,clown,43,2.238,9,1,1,4,0.1,skip,0,NA,5.463,skip,0,1.326,3.512
5881,caring,skirt,43,1.724,30,1,0,19,0.475,,NA,NA,NA,skip,0,1.254,3.424
5881,knock,otter,43,1.615,25,1,1,10,0.25,skip,0,NA,18.055,skip,0,4.597,6.656
5881,calf,annoy,43,2.151,27,1,1,12,0.3,skip,0,NA,15.28,skip,0,3.589,5.815
5881,visit,glove,44,1.623,21,1,0,25,0.625,,NA,NA,NA,skip,0,1.054,3.256
5898,caring,skirt,1,2.39,21,1,1,16,0.4,SKIP,0,NA,2.686,SKIP,0,4.452,6.077
5898,calf,annoy,1,2.006,6,1,1,4,0.1,SKIP,0,NA,2.562,SKIP,0,3.958,6.483
5898,port,cinema,1,1.937,28,1,1,24,0.6,SKIP,0,NA,3.918,SKIP,0,2.024,3.861
5898,process,joker,1,2.123,38,1,1,20,0.5,SKIP,0,NA,3.826,SKIP,0,2.017,4.254
5898,link,crisis,1,2.228,10,1,1,10,0.25,SKIP,0,NA,3.717,SKIP,0,1.945,3.641
5898,bacon,feud,1,1.545,33,1,0,7,0.175,,NA,NA,NA,pork,0,3.326,7.2
5898,fan,feature,11,1.934,40,1,1,32,0.8,SKIP,0,NA,3.585,skip,0,3.737,5.492
5898,need,faucet,1,2.931,34,1,1,14,0.35,SKIP,0,NA,3.386,SKIP,0,4.066,5.941
5898,nerve,bumper,1,1.989,20,1,1,6,0.15,SKIP,0,NA,3.387,SKIP,0,5.341,6.649
5898,banner,glide,1,1.843,13,1,0,3,0.075,,NA,NA,NA,SKIP,0,2.014,3.714
5898,collect,loyalty,25,2.173,1,1,1,38,0.95,SKIP,0,NA,4.066,SKIP,0,13.035,14.552
5898,climax,saucer,1,2.173,9,1,1,28,0.7,SKIP,0,NA,2.892,SKIP,0,5.848,7.499
5898,fee,chowder,1,2.004,5,1,1,2,0.05,SKIP,0,NA,2.625,SKIP,0,3.539,5.047
5898,copy,bedroom,1,1.949,27,1,0,29,0.725,,NA,NA,NA,SKIP,0,2.732,4.359
5898,bleach,ruin,16,1.874,24,1,0,35,0.875,,NA,NA,NA,SKIP,0,4.171,5.686
5898,bullet,walkway,1,1.645,29,1,0,5,0.125,,NA,NA,NA,SKIP,0,1.807,3.831
5898,bias,sirloin,1,2.373,32,1,0,15,0.375,,NA,NA,NA,SKIP,0,1.68,3.307
5898,knock,otter,1,3.082,7,1,0,1,0.025,,NA,NA,NA,SKIP,0,1.38,3.333
5898,visit,glove,1,4.166,23,1,0,21,0.525,,NA,NA,NA,SKIP,0,1.34,2.876
5898,date,laugh,16,1.704,12,1,1,34,0.85,laugh,1,NA,5.362,SKIP,0,1.294,2.892
5898,replace,roach,1,3.066,26,1,1,18,0.45,SKIP,0,NA,3.476,SKIP,0,1.461,3.002
5898,prison,loaf,1,2.574,8,1,0,27,0.675,,NA,NA,NA,SKIP,0,3.774,6.052
5898,want,ascent,1,2.126,31,1,0,19,0.475,,NA,NA,NA,SKIP,0,2.312,3.76
5898,pork,emperor,1,2.413,2,1,1,30,0.75,SKIP,0,NA,3.011,SKIP,0,3.599,5.37
5898,glue,force,1,1.873,16,1,1,8,0.2,SKIP,0,NA,2.785,SKIP,0,2.217,4.146
5898,rock,milk,1,2.834,11,1,0,9,0.225,,NA,NA,NA,SKIP,0,3.454,4.898
5898,risk,zero,20,2.314,37,1,1,36,0.9,SKIP,0,NA,2.862,SKIP,0,3.314,4.876
5898,grip,beach,1,2.679,4,1,1,26,0.65,SKIP,0,NA,2.997,SKIP,0,1.558,3.166
5898,smother,surgery,1,2.2,17,1,0,25,0.625,,NA,NA,NA,SKIP,0,1.792,3.404
5898,capital,figure,1,2.468,14,1,0,13,0.325,,NA,NA,NA,SKIP,0,4.045,5.735
5898,remind,foam,1,2.946,15,1,1,22,0.55,SKIP,0,NA,4.3,SKIP,0,1.496,3.039
5898,forest,knob,1,2.544,35,1,0,11,0.275,,NA,NA,NA,SKIP,0,2.33,3.98
5898,shrink,mafia,61,3.514,36,1,0,39,0.975,,NA,NA,NA,mafia,1,1.787,8.762
5898,biology,temper,1,2.409,18,1,0,23,0.575,,NA,NA,NA,SKIP,0,2.567,8.914
5898,chicken,beet,16,2.032,25,1,0,33,0.825,,NA,NA,NA,SKIP,0,2.116,3.696
5898,anger,decay,1,2.129,22,1,0,17,0.425,,NA,NA,NA,SKIP,0,1.432,2.943
5898,find,clown,1,2.325,39,1,1,12,0.3,SKIP,0,NA,2.646,SKIP,0,2.625,4.638
5898,pea,bathtub,22,1.621,3,1,0,37,0.925,,NA,NA,NA,SKIP,0,2.809,4.297
5898,mill,feast,3,2.318,30,1,0,31,0.775,,NA,NA,NA,SKIP,0,1.974,4.056
5898,plant,worm,73,3.487,19,1,1,40,1,worm,1,NA,4.84,worm,1,1.851,5.759
5936,replace,roach,10,6.768,29,1,1,4,0.1,make,0,NA,9.152,SKIP,0,5.684,13.951
5936,bullet,walkway,4,3.805,12,1,0,1,0.025,,NA,NA,NA,walkway,1,4.197,6.914
5936,port,cinema,56,4.975,28,1,0,15,0.375,,NA,NA,NA,SKIP,0,4.444,5.435
5936,pea,bathtub,81,6.512,33,1,0,29,0.725,,NA,NA,NA,fee,0,2.925,4.744
5936,chicken,beet,80,3.229,38,1,0,27,0.675,,NA,NA,NA,SKIP,0,5.314,6.225
5936,mill,feast,65,7.557,16,1,1,22,0.55,house,0,NA,51.106,SKIP,0,8.711,9.68
5936,shrink,mafia,5,6.955,21,1,1,2,0.05,mafia,1,NA,17.077,mafia,1,7.207,20.501
5936,want,ascent,70,2.848,23,1,1,24,0.6,fee,0,NA,6.642,need,0,3.15,4.807
5936,collect,loyalty,87,781.662,13,1,0,37,0.925,,NA,NA,NA,loyalty,1,3.889,32.255
5936,grip,beach,23,9.89,32,1,1,8,0.2,house,0,NA,10.644,SKIP,0,11.537,12.649
5936,prison,loaf,86,6.149,5,1,1,36,0.9,loaf,1,NA,19.218,loaf,1,3.588,6.379
5936,climax,saucer,60,6.771,3,1,0,19,0.475,,NA,NA,NA,SKIP,0,3.962,4.845
5936,forest,knob,62,3.314,26,1,0,21,0.525,,NA,NA,NA,SKIP,0,2.287,3.157
5936,bacon,feud,38,8.381,35,1,1,12,0.3,fame,0,NA,14.006,glide,0,15.825,18.711
5936,pork,emperor,95,210.003,37,1,1,40,1,emperor,1,NA,16.616,SKIP,0,1.959,2.86
5936,knock,otter,44,7.296,1,1,1,14,0.35,quell,0,NA,21.898,quell,0,2.226,4.384
5936,risk,zero,92,4.567,20,1,1,38,0.95,zero,1,NA,6.399,zero,1,2.53,4.771
5936,caring,skirt,65,8.521,14,1,0,23,0.575,,NA,NA,NA,SKIP,0,4.401,5.458
5936,capital,figure,93,5.779,36,1,0,39,0.975,,NA,NA,NA,need,0,8.002,14.232
5936,date,laugh,84,7.862,2,1,0,33,0.825,,NA,NA,NA,laugh,1,2.367,5.307
5936,link,crisis,85,5.568,34,1,1,34,0.85,i don't know,0,NA,10.276,SKIP,0,2.343,3.197
5936,process,joker,8,5.352,7,1,0,3,0.075,,NA,NA,NA,SKIP,0,1.861,3.039
5936,remind,foam,32,4.218,19,1,0,11,0.275,,NA,NA,NA,SKIP,0,4.276,5.157
5936,bias,sirloin,30,203.905,11,1,1,10,0.25,i don't know,0,NA,11.085,SKIP,0,1.901,3.229
5936,banner,glide,81,182.474,22,1,1,28,0.7,glide,1,NA,6.312,glider,0,2.74,5.467
5936,fan,feature,59,5.846,6,1,1,18,0.45,feature,1,NA,9.657,fee,0,3.711,6.844
5936,calf,annoy,20,3.95,17,1,0,7,0.175,,NA,NA,NA,mad,0,12.354,14.459
5936,need,faucet,85,23.945,8,1,0,35,0.875,,NA,NA,NA,fee,0,2.944,4.623
5936,fee,chowder,57,58.265,39,1,1,16,0.4,i don't know,0,NA,30.081,SKIP,0,3.996,4.943
5936,visit,glove,25,6.029,31,1,0,9,0.225,,NA,NA,NA,SKIP,0,2.223,3.028
5936,smother,surgery,14,4.96,18,1,1,6,0.15,don't know,0,NA,41.93,SKIP,0,3.296,3.991
5936,glue,force,75,2.376,40,1,1,26,0.65,force,1,NA,4.932,force,1,2.646,6.204
5936,nerve,bumper,58,8.074,30,1,0,17,0.425,,NA,NA,NA,want,0,5.306,7.275
5936,anger,decay,72,5.838,15,1,0,25,0.625,,NA,NA,NA,SKIP,0,3.432,4.295
5936,plant,worm,83,4.391,4,1,1,32,0.8,fee,0,NA,30.963,SKIP,0,4.157,5.001
5936,bleach,ruin,62,5.254,27,1,1,20,0.5,stain,0,NA,4.913,stain,0,1.958,4.373
5936,find,clown,82,3.146,24,1,1,30,0.75,fee,0,NA,13.549,me,0,2.655,3.996
5936,copy,bedroom,40,161.052,10,1,0,13,0.325,,NA,NA,NA,school,0,36.341,38.823
5936,rock,milk,82,5.08,9,1,0,31,0.775,,NA,NA,NA,grind,0,4.407,8.338
5936,biology,temper,13,13.819,25,1,0,5,0.125,,NA,NA,NA,SKIP,0,3.566,4.49
5996,climax,saucer,10,5.859,6,1,0,9,0.225,,NA,NA,NA,saucer,1,42.361,46.226
5996,pea,bathtub,11,7.01,19,1,0,11,0.275,,NA,NA,NA,bathtub,1,9.414,12.938
5996,anger,decay,21,3.008,39,1,0,17,0.425,,NA,NA,NA,skip,0,4.993,9.775
5996,rock,milk,5,5.277,1,1,0,3,0.075,,NA,NA,NA,orange,0,18.087,21.961
5996,banner,glide,23,10.943,34,1,1,18,0.45,gide,0,NA,22.44,milk,0,27.636,29.935
5996,caring,skirt,71,5.179,28,1,0,37,0.925,,NA,NA,NA,skirt,1,11.427,13.458
5996,remind,foam,18,9.488,8,1,0,15,0.375,,NA,NA,NA,faucet,0,3.657,6.453
5996,fan,feature,9,10.611,32,1,0,7,0.175,,NA,NA,NA,skip,0,30.818,33.321
5996,bleach,ruin,90,8.725,7,1,1,40,1,ruin,1,NA,16.651,ruin,1,19.435,21.213
5996,capital,figure,40,8.401,24,1,0,29,0.725,,NA,NA,NA,mill,0,17.242,19.032
5996,knock,otter,36,4.498,9,1,0,27,0.675,,NA,NA,NA,otter,1,39.393,41.431
5996,glue,force,31,5.404,25,1,0,25,0.625,,NA,NA,NA,force,1,1.822,3.663
5996,nerve,bumper,11,8.119,27,1,1,12,0.3,find,0,NA,21.885,milk,0,3.762,5.53
5996,replace,roach,41,5.316,5,1,1,30,0.75,zero,0,NA,4.005,laugh,0,8.065,10.937
5996,risk,zero,86,5.529,16,1,0,39,0.975,,NA,NA,NA,zero,1,20.646,22.989
5996,copy,bedroom,24,6.971,17,1,0,21,0.525,,NA,NA,NA,paste,0,2.501,4.118
5996,grip,beach,71,25.285,23,1,1,38,0.95,bathtub,0,NA,14.54,assert,0,9.026,12.268
5996,want,ascent,24,5.245,11,1,1,20,0.5,joker,0,NA,13.643,acent,0,8.506,12.774
5996,smother,surgery,35,8.54,29,1,1,26,0.65,force,0,NA,25.905,rough,0,2.619,4.326
5996,fee,chowder,10,5.265,26,1,1,8,0.2,cinema,0,NA,24.954,guide,0,24.718,27.246
5996,plant,worm,55,5.441,33,1,0,31,0.775,,NA,NA,NA,worm,1,17.839,19.571
5996,bullet,walkway,17,5.071,21,1,1,14,0.35,walkaway,0,NA,7.171,walkaway,0,2.187,7.795
5996,collect,loyalty,65,5.433,30,1,0,35,0.875,,NA,NA,NA,fee,0,1.72,3.204
5996,bacon,feud,3,4.216,38,1,0,1,0.025,,NA,NA,NA,skip,0,2.487,4.595
5996,link,crisis,8,3.306,12,1,0,5,0.125,,NA,NA,NA,feast,0,7.856,10.146
5996,date,laugh,70,9.301,22,1,1,36,0.9,knob,0,NA,4.949,assert,0,1.897,4.653
5996,calf,annoy,3,3.67,14,1,1,2,0.05,milk,0,NA,21.448,laugh,0,7.082,9.793
5996,port,cinema,17,5.328,20,1,0,13,0.325,,NA,NA,NA,climate,0,22.871,30.425
5996,mill,feast,63,5.983,15,1,1,34,0.85,feast,1,NA,11.138,milk,0,2.719,4.848
5996,pork,emperor,25,5.552,40,1,1,22,0.55,emperor,1,NA,17.126,temper,0,12.116,15.014
5996,process,joker,11,5.932,10,1,1,10,0.25,ruin,0,NA,6.496,data,0,2.473,4.523
5996,biology,temper,31,7.933,2,1,1,24,0.6,temper,1,NA,35.576,temper,1,4.071,6.117
5996,visit,glove,60,8.205,4,1,1,32,0.8,glove,1,NA,31.603,force,0,2.066,4.102
5996,chicken,beet,19,4.65,3,1,1,16,0.4,zero,0,NA,7.53,cinema,0,12.032,14.145
5996,need,faucet,36,9.438,18,1,1,28,0.7,faucet,1,NA,13.988,joker,0,29.037,31.53
5996,forest,knob,31,6.547,31,1,0,23,0.575,,NA,NA,NA,force,0,2.388,4.588
5996,bias,sirloin,6,4.295,35,1,1,4,0.1,want,0,NA,14.467,want,0,3.813,5.584
5996,find,clown,24,6.926,37,1,0,19,0.475,,NA,NA,NA,emperor,0,12.848,15.58
5996,prison,loaf,62,9.288,36,1,0,33,0.825,,NA,NA,NA,loaf,1,3.955,6.457
5996,shrink,mafia,8,6.084,13,1,1,6,0.15,glide,0,NA,23.08,mill,0,11.374,13.146
6121,forest,knob,60,2.542,38,1,0,15,0.375,,NA,NA,NA,roach,0,2.192,4.023
6121,pork,emperor,88,2.121,16,1,0,39,0.975,,NA,NA,NA,mattress,0,1.781,3.987
6121,capital,figure,63,2.747,32,1,0,17,0.425,,NA,NA,NA,figure,1,2.84,11.381
6121,fee,chowder,32,2.8,19,1,1,4,0.1,forrest,0,NA,7.048,pork,0,3.642,5.174
6121,copy,bedroom,54,2.338,12,1,1,10,0.25,decay,0,NA,5.98,ascent,0,6.661,8.795
6121,chicken,beet,71,1.908,36,1,1,30,0.75,mattress,0,NA,14.22,mattress,0,7.502,9.741
6121,prison,loaf,79,3.231,25,1,1,36,0.9,loaf,1,NA,4.288,loaf,1,2.361,4.753
6121,want,ascent,56,2.356,26,1,0,11,0.275,,NA,NA,NA,roach,0,7.097,8.83
6121,link,crisis,69,1.93,2,1,0,29,0.725,,NA,NA,NA,pork,0,20.049,24.458
6121,visit,glove,36,2.264,28,1,1,6,0.15,ascent,0,NA,4.441,process,0,4.977,7.27
6121,biology,temper,71,2.159,14,1,0,31,0.775,,NA,NA,NA,cover,0,4.991,6.757
6121,need,faucet,23,6.516,22,1,1,2,0.05,squash,0,NA,20.293,abscond,0,4.739,6.901
6121,grip,beach,67,2.482,7,1,0,25,0.625,,NA,NA,NA,master,0,2.504,4.479
6121,bleach,ruin,64,1.849,15,1,1,18,0.45,ruin,1,NA,4.044,destroy,0,5.307,8.925
6121,smother,surgery,66,2.219,10,1,1,20,0.5,saucer,0,NA,20.027,cover,0,6.199,7.93
6121,process,joker,66,2.23,18,1,0,21,0.525,,NA,NA,NA,cover,0,6.24,8.239
6121,pea,bathtub,67,2.661,6,1,1,26,0.65,decay,0,NA,8.287,ascent,0,4.891,8.027
6121,date,laugh,67,2.231,33,1,1,22,0.55,laugh,1,NA,4.814,laugh,1,5.179,7.564
6121,bullet,walkway,41,2.7,8,1,0,9,0.225,,NA,NA,NA,pillow,0,5.153,7.946
6121,fan,feature,58,2.138,11,1,0,13,0.325,,NA,NA,NA,roaster,0,3.445,5.545
6121,nerve,bumper,62,2.111,40,1,1,16,0.4,nugget,0,NA,7.69,inside,0,5.324,8.78
6121,replace,roach,69,2.384,4,1,1,28,0.7,roach,1,NA,8.688,cover,0,1.737,3.593
6121,mill,feast,40,2.267,17,1,1,8,0.2,anger,0,NA,10.459,rotate,0,2.573,4.43
6121,rock,milk,72,2.291,9,1,1,32,0.8,faucet,0,NA,5.387,reach,0,5.691,7.846
6121,knock,otter,67,1.825,5,1,1,24,0.6,saucer,0,NA,6.705,target,0,2.497,4.491
6121,risk,zero,93,2.577,37,1,1,40,1,zero,1,NA,3.424,zero,1,1.41,3.005
6121,caring,skirt,68,2.433,27,1,0,27,0.675,,NA,NA,NA,master,0,5.845,7.822
6121,bacon,feud,85,2.074,35,1,1,38,0.95,master,0,NA,4.921,master,0,6.351,12.672
6121,bias,sirloin,77,1.979,24,1,0,35,0.875,,NA,NA,NA,cover,0,8.557,10.278
6121,shrink,mafia,81,2.466,34,1,0,37,0.925,,NA,NA,NA,abscond,0,6.212,8.353
6121,calf,annoy,38,2.206,20,1,0,7,0.175,,NA,NA,NA,block,0,4.371,5.999
6121,climax,saucer,36,2.374,13,1,0,5,0.125,,NA,NA,NA,hover,0,5.596,7.33
6121,collect,loyalty,72,2.447,29,1,0,33,0.825,,NA,NA,NA,rotate,0,4.829,6.78
6121,find,clown,60,2.494,3,1,1,14,0.35,roach,0,NA,3.552,over,0,10.73,12.385
